DateTime,Currency,Impact,Event,,,
9/4/2010 11:15,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
9/5/2010 18:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
9/6/2010 19:10,USD,Low Impact Expected,President Obama Speaks,,,
9/8/2010 7:45,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
9/9/2010 6:00,EUR,Low Impact Expected,German Final CPI m/m,,,
9/9/2010 8:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
9/9/2010 14:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
9/13/2010 12:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
9/13/2010 19:30,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
9/14/2010 5:30,EUR,Low Impact Expected,French Final CPI m/m,,,
9/14/2010 19:30,EUR,Medium Impact Expected,Final CPI y/y,,,
9/14/2010 19:30,EUR,Medium Impact Expected,Final Core CPI y/y,,,
9/15/2010 19:30,USD,High Impact Expected,Treasury Sec Geithner Speaks,,,
9/15/2010 19:30,USD,Medium Impact Expected,Core PPI m/m,,,
9/16/2010 12:30,USD,High Impact Expected,PPI m/m,,,
9/16/2010 14:00,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
9/16/2010 18:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
9/16/2010 19:30,USD,High Impact Expected,CPI y/y,,,
9/16/2010 19:30,USD,Medium Impact Expected,CPI m/m,,,
9/17/2010 6:00,EUR,Medium Impact Expected,German PPI m/m,,,
9/17/2010 7:30,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
9/17/2010 12:30,USD,High Impact Expected,Core CPI m/m,,,
9/17/2010 15:30,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
9/19/2010 17:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
9/20/2010 19:30,USD,High Impact Expected,FOMC Statement,,,
9/22/2010 18:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
9/24/2010 13:00,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
9/24/2010 20:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
9/27/2010 7:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
9/27/2010 13:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
9/28/2010 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
9/28/2010 20:30,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
9/29/2010 17:15,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
9/29/2010 20:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
9/30/2010 9:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
9/30/2010 14:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
9/30/2010 18:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
9/30/2010 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/4/2010 9:00,EUR,Low Impact Expected,PPI m/m,,,
10/4/2010 19:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
10/4/2010 23:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
10/6/2010 13:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
10/6/2010 20:30,EUR,High Impact Expected,ECB Press Conference,,,
10/7/2010 17:30,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
10/7/2010 20:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/7/2010 20:30,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
10/10/2010 12:45,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/11/2010 17:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/11/2010 18:45,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
10/12/2010 6:00,EUR,Low Impact Expected,German Final CPI m/m,,,
10/12/2010 15:45,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
10/12/2010 16:20,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/12/2010 18:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
10/13/2010 5:30,EUR,Low Impact Expected,French Final CPI m/m,,,
10/13/2010 20:10,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
10/13/2010 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
10/13/2010 20:30,USD,High Impact Expected,PPI m/m,,,
10/14/2010 8:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
10/14/2010 10:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
10/14/2010 20:30,USD,High Impact Expected,Core CPI m/m,,,
10/14/2010 20:30,USD,Medium Impact Expected,CPI m/m,,,
10/14/2010 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
10/14/2010 20:30,USD,High Impact Expected,CPI y/y,,,
10/15/2010 9:00,EUR,Medium Impact Expected,Final Core CPI y/y,,,
10/15/2010 12:15,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
10/16/2010 11:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/16/2010 12:15,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
10/17/2010 8:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/18/2010 20:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
10/18/2010 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/18/2010 20:30,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
10/19/2010 12:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/19/2010 14:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
10/19/2010 20:00,USD,Medium Impact Expected,Fed Chairman Bernanke Speaks,,,
10/19/2010 20:30,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
10/20/2010 6:00,EUR,Medium Impact Expected,German PPI m/m,,,
10/20/2010 20:30,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
10/21/2010 18:00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
10/22/2010 1:45,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
10/23/2010 8:45,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
10/25/2010 12:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
10/25/2010 17:30,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
10/25/2010 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/26/2010 0:00,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
10/26/2010 17:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
10/26/2010 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/26/2010 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
10/27/2010 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
10/28/2010 7:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
10/28/2010 8:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
10/28/2010 20:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
10/29/2010 9:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
11/2/2010 20:30,USD,High Impact Expected,FOMC Statement,,,
11/4/2010 10:00,EUR,Low Impact Expected,PPI m/m,,,
11/4/2010 13:30,EUR,High Impact Expected,ECB Press Conference,,,
11/5/2010 13:30,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
11/5/2010 17:20,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
11/5/2010 18:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
11/6/2010 6:30,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
11/8/2010 17:30,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
11/8/2010 20:30,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
11/9/2010 7:00,EUR,Low Impact Expected,German Final CPI m/m,,,
11/10/2010 6:30,EUR,Low Impact Expected,French Final CPI m/m,,,
11/10/2010 18:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
11/11/2010 9:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
11/12/2010 13:35,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
11/12/2010 21:35,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
11/13/2010 8:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
11/15/2010 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
11/15/2010 20:30,USD,High Impact Expected,PPI m/m,,,
11/15/2010 20:30,EUR,Medium Impact Expected,Final Core CPI y/y,,,
11/15/2010 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
11/16/2010 20:30,USD,High Impact Expected,CPI y/y,,,
11/16/2010 20:30,USD,High Impact Expected,Core CPI m/m,,,
11/16/2010 20:30,USD,Medium Impact Expected,CPI m/m,,,
11/17/2010 13:00,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
11/17/2010 14:15,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
11/17/2010 20:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
11/17/2010 20:30,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
11/18/2010 15:00,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
11/18/2010 17:00,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
11/18/2010 20:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
11/19/2010 7:00,EUR,Medium Impact Expected,German PPI m/m,,,
11/19/2010 10:15,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
11/19/2010 10:45,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
11/19/2010 12:30,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
11/19/2010 14:15,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
11/22/2010 16:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
11/23/2010 19:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
11/24/2010 18:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
11/26/2010 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
11/29/2010 20:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
11/30/2010 10:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
11/30/2010 15:30,EUR,High Impact Expected,ECB President Trichet Speaks,,,
11/30/2010 20:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
12/1/2010 14:10,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
12/2/2010 10:00,EUR,Low Impact Expected,PPI m/m,,,
12/2/2010 13:30,EUR,High Impact Expected,ECB Press Conference,,,
12/2/2010 15:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
12/2/2010 17:30,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
12/2/2010 19:00,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
12/3/2010 7:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
12/6/2010 0:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
12/8/2010 16:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
12/9/2010 7:00,EUR,Low Impact Expected,German Final CPI m/m,,,
12/9/2010 9:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
12/9/2010 11:00,EUR,Low Impact Expected,ECB Financial Stability Review,,,
12/10/2010 16:15,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
12/13/2010 18:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
12/13/2010 20:30,USD,High Impact Expected,PPI m/m,,,
12/13/2010 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
12/13/2010 20:30,USD,High Impact Expected,FOMC Statement,,,
12/14/2010 6:30,EUR,Low Impact Expected,French Final CPI m/m,,,
12/14/2010 20:30,USD,High Impact Expected,CPI y/y,,,
12/14/2010 20:30,USD,Medium Impact Expected,CPI m/m,,,
12/14/2010 20:30,USD,High Impact Expected,Core CPI m/m,,,
12/15/2010 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
12/16/2010 10:00,EUR,Medium Impact Expected,Final Core CPI y/y,,,
12/16/2010 15:00,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
12/17/2010 8:15,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
12/20/2010 7:00,EUR,Medium Impact Expected,German PPI m/m,,,
12/21/2010 14:00,USD,Medium Impact Expected,Fed Announcement,,,
12/29/2010 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
1/3/2011 20:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
1/4/2011 10:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
1/4/2011 19:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
1/4/2011 20:30,EUR,Low Impact Expected,PPI m/m,,,
1/7/2011 9:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
1/7/2011 14:30,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
1/7/2011 16:35,USD,Low Impact Expected,President Obama Speaks,,,
1/7/2011 18:30,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
1/7/2011 21:30,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
1/8/2011 21:30,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
1/10/2011 12:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
1/11/2011 13:30,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
1/11/2011 19:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
1/11/2011 20:30,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
1/11/2011 20:30,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
1/12/2011 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
1/12/2011 20:30,EUR,High Impact Expected,ECB Press Conference,,,
1/12/2011 20:30,USD,High Impact Expected,PPI m/m,,,
1/13/2011 6:30,EUR,Low Impact Expected,French Final CPI m/m,,,
1/13/2011 18:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
1/13/2011 20:30,USD,High Impact Expected,CPI y/y,,,
1/13/2011 20:30,USD,High Impact Expected,Core CPI m/m,,,
1/13/2011 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
1/13/2011 20:30,USD,Medium Impact Expected,CPI m/m,,,
1/14/2011 7:00,EUR,Low Impact Expected,German Final CPI m/m,,,
1/14/2011 10:00,EUR,Medium Impact Expected,Final Core CPI y/y,,,
1/17/2011 12:15,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
1/19/2011 20:30,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
1/20/2011 7:00,EUR,Medium Impact Expected,German PPI m/m,,,
1/20/2011 9:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
1/21/2011 18:05,USD,Low Impact Expected,President Obama Speaks,,,
1/25/2011 20:30,USD,Medium Impact Expected,President Obama Speaks,,,
1/25/2011 20:30,USD,High Impact Expected,FOMC Statement,,,
1/27/2011 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
1/28/2011 11:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
1/31/2011 10:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
2/1/2011 16:15,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2/2/2011 10:00,EUR,Low Impact Expected,PPI m/m,,,
2/2/2011 22:30,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
2/3/2011 13:30,EUR,High Impact Expected,ECB Press Conference,,,
2/3/2011 17:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2/4/2011 1:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
2/4/2011 10:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
2/4/2011 11:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2/4/2011 18:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2/7/2011 13:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
2/7/2011 14:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
2/8/2011 18:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2/9/2011 15:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2/10/2011 9:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
2/10/2011 12:28,EUR,High Impact Expected,German Buba President Weber Speaks,,,
2/11/2011 7:00,EUR,Low Impact Expected,German Final CPI m/m,,,
2/11/2011 17:30,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2/12/2011 2:00,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
2/13/2011 17:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2/14/2011 15:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2/15/2011 18:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2/15/2011 20:30,USD,High Impact Expected,PPI m/m,,,
2/15/2011 20:30,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2/15/2011 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
2/16/2011 15:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2/16/2011 19:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2/16/2011 20:30,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
2/16/2011 20:30,USD,High Impact Expected,CPI y/y,,,
2/16/2011 20:30,USD,High Impact Expected,Core CPI m/m,,,
2/16/2011 20:30,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
2/16/2011 20:30,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2/16/2011 20:30,USD,Medium Impact Expected,CPI m/m,,,
2/17/2011 17:20,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2/17/2011 18:10,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2/18/2011 7:00,EUR,Medium Impact Expected,German PPI m/m,,,
2/18/2011 13:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2/18/2011 14:45,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2/19/2011 15:30,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2/22/2011 18:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
2/22/2011 20:30,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
2/23/2011 6:30,EUR,Low Impact Expected,French Final CPI m/m,,,
2/23/2011 17:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2/23/2011 17:15,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
2/25/2011 18:30,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
2/25/2011 20:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
2/27/2011 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2/27/2011 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
2/28/2011 10:00,EUR,Medium Impact Expected,Final Core CPI y/y,,,
2/28/2011 20:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
2/28/2011 20:30,USD,Low Impact Expected,Fed Monetary Policy Report,,,
3/1/2011 10:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
3/1/2011 15:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
3/2/2011 10:00,EUR,Low Impact Expected,PPI m/m,,,
3/2/2011 15:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
3/2/2011 20:30,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
3/3/2011 13:30,EUR,High Impact Expected,ECB Press Conference,,,
3/3/2011 14:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
3/3/2011 20:30,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
3/4/2011 15:25,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
3/7/2011 12:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
3/7/2011 14:15,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
3/7/2011 15:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
3/8/2011 10:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
3/9/2011 18:30,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
3/9/2011 21:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
3/10/2011 9:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
3/10/2011 15:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
3/10/2011 20:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
3/11/2011 7:00,EUR,Low Impact Expected,German Final CPI m/m,,,
3/14/2011 12:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
3/14/2011 20:30,USD,High Impact Expected,FOMC Statement,,,
3/15/2011 6:30,EUR,Low Impact Expected,French Final CPI m/m,,,
3/15/2011 20:30,USD,Medium Impact Expected,Core PPI m/m,,,
3/15/2011 20:30,EUR,Medium Impact Expected,Final CPI y/y,,,
3/15/2011 20:30,EUR,Medium Impact Expected,Final Core CPI y/y,,,
3/15/2011 20:30,USD,High Impact Expected,PPI m/m,,,
3/16/2011 20:30,USD,High Impact Expected,CPI y/y,,,
3/16/2011 20:30,USD,High Impact Expected,Core CPI m/m,,,
3/16/2011 20:30,USD,Medium Impact Expected,CPI m/m,,,
3/17/2011 14:00,USD,High Impact Expected,Philly Fed Manufacturing Index,,,
3/18/2011 7:00,EUR,Medium Impact Expected,German PPI m/m,,,
3/18/2011 16:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
3/21/2011 14:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
3/21/2011 19:30,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
3/22/2011 11:35,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
3/23/2011 11:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
3/23/2011 16:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
3/24/2011 19:30,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
3/24/2011 19:30,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
3/25/2011 11:30,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
3/25/2011 16:15,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
3/28/2011 15:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
3/28/2011 19:40,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
3/29/2011 19:29,EUR,Medium Impact Expected,German Prelim CPI m/m,,,
3/30/2011 7:00,EUR,Low Impact Expected,Spanish Flash CPI y/y,,,
3/30/2011 19:30,EUR,Low Impact Expected,Italian Prelim CPI m/m,,,
3/31/2011 3:15,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
3/31/2011 9:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,,
3/31/2011 16:45,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
3/31/2011 19:30,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
4/1/2011 12:15,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
4/4/2011 9:00,EUR,Low Impact Expected,PPI m/m,,,
4/4/2011 13:30,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
4/4/2011 23:15,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
4/5/2011 15:15,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
4/5/2011 18:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
4/6/2011 19:30,EUR,High Impact Expected,ECB Press Conference,,,
4/8/2011 14:15,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
4/9/2011 18:00,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
